Lig100/out.pdbqt:REMARK VINA RESULT:      -6.0      0.000      0.000
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.6      4.518      7.308
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.5      4.452      7.201
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.5      3.970      7.086
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.4      2.161      2.919
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.4      2.832      6.016
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.3      3.253      6.522
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.3      3.901      7.094
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.2      2.791      5.877
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.2      4.464      7.762
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.2      3.361      6.318
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.1      3.495      6.317
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.1      2.171      4.225
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.0      2.137      4.818
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.0      3.214      6.064
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.0      3.375      7.265
Lig100/out.pdbqt:REMARK VINA RESULT:      -5.0      2.877      6.586
Lig100/out.pdbqt:REMARK VINA RESULT:      -4.9      3.467      7.392
Lig100/out.pdbqt:REMARK VINA RESULT:      -4.8      4.226      7.091
Lig100/out.pdbqt:REMARK VINA RESULT:      -4.8      5.039      8.549
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.3      0.000      0.000
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.3      1.869      3.699
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.2      2.754      4.572
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.2      2.042      5.709
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.0      2.297      5.736
Lig101/out.pdbqt:REMARK VINA RESULT:      -6.0      2.270      2.953
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.9      2.435      3.084
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.9      1.943      2.621
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.8      2.531      4.748
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.7      3.455      5.509
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.6      2.605      3.078
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.6      6.031      8.781
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.5      3.296      6.862
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.5      2.685      3.321
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.5      2.815      4.373
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.4      2.491      4.806
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.4      3.566      7.037
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.3      5.297      6.834
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.3      3.021      4.400
Lig101/out.pdbqt:REMARK VINA RESULT:      -5.2      2.703      6.667
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.8      0.000      0.000
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.5      1.643      4.270
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.4      4.300      5.673
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.4      4.503      6.739
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.3      3.565      5.012
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.3      1.765      4.362
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.3      2.440      5.705
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.2      2.756      5.246
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.1      2.134      5.810
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.1      2.605      3.739
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.1      3.966      6.274
Lig102/out.pdbqt:REMARK VINA RESULT:      -6.1      3.194      6.592
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.9      4.058      6.852
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.9      3.129      5.563
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.7      4.934      6.587
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.7      2.838      5.307
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.6      2.512      6.068
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.6      3.860      6.507
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.6      2.287      4.552
Lig102/out.pdbqt:REMARK VINA RESULT:      -5.6      4.811      6.996
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.8      0.000      0.000
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.6      2.441      4.614
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.6      1.579      2.243
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.6      1.959      4.102
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.6      1.607      2.140
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.5      2.591      4.730
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.4      2.642      5.004
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.2      1.655      2.084
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.1      2.169      3.227
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.1      3.542      5.617
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.0      2.982      5.263
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.0      2.714      4.848
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.0      3.389      4.434
Lig103/out.pdbqt:REMARK VINA RESULT:      -7.0      3.206      4.585
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.9      2.574      6.985
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.9      2.508      3.159
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.8      4.385      5.971
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.7      3.109      5.552
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.7      2.780      6.882
Lig103/out.pdbqt:REMARK VINA RESULT:      -6.6      4.114      6.514
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.7      0.000      0.000
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.4      2.320      7.854
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.4      2.331      7.599
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.2      3.246      7.337
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.2      3.081      7.791
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.1      2.728      6.435
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.0      2.000      7.355
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.0      2.984      7.272
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.0      4.589      7.164
Lig104/out.pdbqt:REMARK VINA RESULT:      -7.0      2.569      7.318
Lig104/out.pdbqt:REMARK VINA RESULT:      -6.9      2.243      7.452
Lig104/out.pdbqt:REMARK VINA RESULT:      -6.8      2.064      7.950
Lig104/out.pdbqt:REMARK VINA RESULT:      -6.7      4.431      8.390
